ProductID,ProductName,Category,Region,Country,Supplier,UnitPrice,Currency,StockQuantity,LastUpdated
600,Milk Powder,Dairy,Africa,Thailand,DairyWorld,1160.43,USD,1628,2025-04-19 02:31:03
601,Corn,Grains,Europe,South Africa,VeggieCorp,1200.32,INR,142,2025-03-16 12:55:30
602,Mango,Fruits,Asia,China,FruitEx Intl,1803.07,EUR,3911,2025-10-13 23:05:04
603,Olive Oil,Processed,Europe,France,DairyWorld,1385.37,INR,1052,2024-12-01 18:41:42
604,Carrot,Vegetables,North America,South Africa,BioAgro Ltd,1292.05,INR,3922,2025-08-11 03:47:31
605,Cheddar Cheese,Dairy,Asia,Brazil,AgroGlobal,1333.75,INR,3534,2025-06-11 23:23:32
606,Grapes,Fruits,Europe,South Africa,AgriFoods Inc,1267.65,USD,552,2025-06-07 11:59:28
607,Tea,Beverages,Asia,China,SweetHarvest,445.43,INR,4076,2024-12-22 09:57:40
608,Sugar,Processed,North America,China,ChocoTrade Ltd,659.58,EUR,2531,2025-01-23 00:30:15
609,Cocoa Powder,Processed,South America,Mexico,FruitEx Intl,254.62,INR,4721,2025-01-19 18:35:13
610,Olive Oil,Processed,Africa,Indonesia,Fromage Global,1168.07,INR,4198,2024-12-28 20:23:14
611,Onion,Vegetables,Oceania,South Africa,BeverageWorld,1974.54,USD,664,2025-06-18 18:10:51
612,Cheddar Cheese,Dairy,South America,Australia,AgroGlobal,236.58,EUR,502,2024-12-05 09:47:02
613,Apple Juice,Beverages,South America,USA,Mediterraneo S.A.,1033.84,EUR,647,2024-12-02 20:47:34
614,Cheddar Cheese,Dairy,Africa,Brazil,AgroGlobal,1596.63,USD,4561,2025-09-04 02:20:24
615,Tomato,Vegetables,Asia,Brazil,SweetHarvest,1320.84,EUR,2555,2025-02-21 04:33:46
616,Oats,Grains,South America,South Africa,DairyWorld,370.69,EUR,4999,2025-06-17 18:48:51
617,Tea,Beverages,Africa,USA,AgroPalm Corp,183.36,USD,3135,2025-09-15 03:10:50
618,Olive Oil,Processed,Europe,Australia,BeverageWorld,676.41,INR,4120,2025-11-05 16:23:20
619,Soybean,Oilseeds,Asia,India,Mediterraneo S.A.,274.54,EUR,464,2025-08-27 15:21:37
620,Olive Oil,Processed,Oceania,China,AgriFoods Inc,124.98,INR,1540,2025-09-13 10:00:47
621,Tomato,Vegetables,Asia,Mexico,VeggieCorp,571.2,USD,3269,2025-10-06 10:57:23
622,Coffee,Beverages,South America,Australia,AgroPalm Corp,503.87,EUR,3163,2024-12-16 10:14:37
623,Milk Powder,Dairy,Africa,USA,ThaiAgri Export,1649.64,INR,2326,2025-05-18 18:05:57
624,Onion,Vegetables,South America,USA,DairyWorld,1688.4,USD,1019,2024-11-28 08:59:00
625,Canola,Oilseeds,South America,India,AgroPalm Corp,1859.58,INR,1054,2025-01-03 13:11:13
626,Palm Oil,Oilseeds,Europe,China,Mediterraneo S.A.,1569.59,USD,3002,2025-03-14 01:17:40
627,Oats,Grains,North America,Spain,ThaiAgri Export,1643.61,USD,3186,2025-04-30 03:29:25
628,Olive Oil,Processed,Asia,Italy,ChocoTrade Ltd,1150.19,USD,1038,2025-06-24 23:43:35
629,Butter,Dairy,Africa,USA,FruitEx Intl,1463.94,USD,1997,2025-07-25 21:20:21
630,Canola,Oilseeds,Asia,Thailand,AgriFoods Inc,965.16,INR,348,2024-11-22 02:01:44
631,Sugar,Processed,Europe,USA,DairyWorld,1533.24,EUR,435,2025-04-02 16:19:28
632,Potato,Vegetables,Oceania,France,BeverageWorld,532.45,USD,1866,2025-04-13 11:45:13
633,Tomato,Vegetables,Africa,Indonesia,AgroGlobal,1961.01,EUR,3956,2025-03-31 23:28:15
634,Broccoli,Vegetables,Oceania,USA,AgroGlobal,1086.46,USD,2342,2025-07-31 18:02:43
635,Barley,Grains,North America,Mexico,Fromage Global,159.85,INR,3317,2025-01-07 12:16:31
636,Olive Oil,Processed,South America,China,DairyWorld,1061.35,USD,4192,2025-01-07 02:50:00
637,Tea,Beverages,South America,USA,BeverageWorld,1933.64,INR,122,2025-05-30 01:44:00
638,Carrot,Vegetables,Africa,South Africa,AgroPalm Corp,1140.29,INR,2656,2025-09-27 09:58:31
639,Cheddar Cheese,Dairy,Africa,Brazil,AgroPalm Corp,1397.35,USD,1792,2025-03-30 00:47:01
640,Sunflower Oil,Oilseeds,Europe,Thailand,SweetHarvest,1064.67,EUR,4486,2024-12-22 12:13:25
641,Olive Oil,Processed,South America,Spain,Mediterraneo S.A.,1085.14,INR,4477,2025-02-23 22:21:19
642,Sugar,Processed,Oceania,Mexico,DairyWorld,871.63,USD,3192,2025-10-25 09:17:10
643,Sunflower Oil,Oilseeds,North America,Ghana,VeggieCorp,254.43,INR,1832,2025-08-11 13:31:34
644,Milk Powder,Dairy,South America,South Africa,AgriFoods Inc,978.54,USD,1218,2025-10-18 00:00:01
645,Broccoli,Vegetables,Asia,USA,ChocoTrade Ltd,1195.29,USD,1457,2025-10-30 01:59:42
646,Cocoa Powder,Processed,North America,South Africa,VeggieCorp,841.92,INR,2101,2025-06-20 06:44:33
647,Onion,Vegetables,North America,China,Fromage Global,104.18,INR,4790,2025-10-11 11:08:05
648,Barley,Grains,North America,Australia,VeggieCorp,560.52,EUR,839,2025-03-04 06:03:07
649,Palm Oil,Oilseeds,North America,Indonesia,Fromage Global,1327.04,EUR,1258,2025-03-03 00:01:52
650,Cocoa Powder,Processed,North America,Brazil,SweetHarvest,1150.9,INR,1068,2025-11-02 13:48:09
651,Wheat,Grains,Africa,South Africa,ThaiAgri Export,552.14,INR,2056,2024-12-17 18:39:39
652,Carrot,Vegetables,Asia,Brazil,SweetHarvest,1436.42,EUR,373,2025-05-21 19:00:30
653,Rice,Grains,North America,USA,AgroGlobal,1986.46,EUR,3372,2025-06-06 06:00:05
654,Milk Powder,Dairy,Europe,USA,Fromage Global,564.91,INR,126,2025-04-12 13:16:02
655,Tea,Beverages,South America,Indonesia,BeverageWorld,491.14,INR,1291,2025-07-01 02:59:56
656,Banana,Fruits,Asia,Brazil,DairyWorld,1278.17,INR,1621,2024-12-22 13:31:28
657,Coffee,Beverages,Asia,China,ThaiAgri Export,1005.32,EUR,3861,2025-11-04 06:22:57
658,Wheat,Grains,North America,China,FruitEx Intl,672.38,EUR,740,2025-11-12 21:13:52
659,Palm Oil,Oilseeds,Asia,Australia,Fromage Global,156.02,INR,226,2025-10-01 11:20:01
660,Tomato,Vegetables,Asia,Ghana,Mediterraneo S.A.,934.66,INR,1403,2025-05-04 23:24:51
661,Tea,Beverages,Oceania,France,SweetHarvest,1290.93,INR,2987,2025-06-04 01:50:02
662,Palm Oil,Oilseeds,North America,Italy,AgroPalm Corp,1021.57,USD,4390,2025-01-21 20:21:50
663,Canola,Oilseeds,Europe,USA,FruitEx Intl,902.16,EUR,4954,2025-02-07 18:44:38
664,Sugar,Processed,Asia,Brazil,VeggieCorp,1273.02,EUR,1696,2025-01-04 01:06:08
665,Apple,Fruits,Africa,Italy,AgriFoods Inc,1392.19,USD,120,2025-01-28 12:26:13
666,Barley,Grains,Asia,Indonesia,ThaiAgri Export,1015.13,INR,1035,2025-07-30 12:31:12
667,Banana,Fruits,Europe,South Africa,SweetHarvest,1522.45,EUR,4340,2025-09-22 14:18:34
668,Butter,Dairy,Oceania,Italy,BioAgro Ltd,101.37,EUR,479,2025-07-18 14:20:41
669,Yogurt,Dairy,Oceania,France,ChocoTrade Ltd,1652.48,USD,2953,2025-09-13 03:36:04
670,Grapes,Fruits,South America,Thailand,SweetHarvest,1418.71,INR,1316,2025-03-09 11:59:25
671,Olive Oil,Processed,South America,Ghana,Mediterraneo S.A.,192.37,INR,319,2025-04-28 19:48:26
672,Onion,Vegetables,Asia,India,ChocoTrade Ltd,134.77,USD,4431,2024-11-23 10:21:28
673,Onion,Vegetables,North America,Australia,DairyWorld,222.38,EUR,1991,2024-12-24 03:06:20
674,Cocoa Powder,Processed,Asia,Thailand,Mediterraneo S.A.,100.51,INR,3485,2025-04-30 09:21:47
675,Cheddar Cheese,Dairy,Europe,Thailand,BeverageWorld,1004.48,INR,2968,2025-09-11 01:53:04
676,Tea,Beverages,Europe,Ghana,AgroGlobal,1588.85,EUR,2574,2025-04-16 03:13:37
677,Corn,Grains,Europe,Italy,Mediterraneo S.A.,1800.67,INR,2816,2025-07-23 21:47:21
678,Potato,Vegetables,Oceania,India,FruitEx Intl,1500.59,USD,2661,2025-02-19 08:13:25
679,Milk Powder,Dairy,Africa,Spain,ChocoTrade Ltd,1790.86,EUR,1083,2025-06-09 22:29:19
680,Orange,Fruits,Asia,Spain,FruitEx Intl,1050.22,INR,4368,2025-07-21 13:56:21
681,Soybean,Oilseeds,South America,Indonesia,BioAgro Ltd,451.21,USD,3599,2025-01-20 13:01:18
682,Flour,Processed,Oceania,Australia,AgroPalm Corp,473.67,EUR,1831,2025-10-12 06:27:48
683,Tomato,Vegetables,Europe,Italy,DairyWorld,206.32,USD,966,2025-06-21 10:20:36
684,Carrot,Vegetables,Europe,Australia,BioAgro Ltd,1764.23,EUR,3715,2025-10-10 08:57:27
685,Butter,Dairy,South America,USA,VeggieCorp,1854.39,USD,4117,2025-11-06 19:09:10
686,Sugar,Processed,South America,Thailand,BioAgro Ltd,350.65,EUR,217,2025-07-25 05:36:47
687,Yogurt,Dairy,North America,South Africa,DairyWorld,236.25,USD,2741,2025-06-06 16:56:32
688,Cheddar Cheese,Dairy,South America,Brazil,Fromage Global,1588.44,EUR,192,2025-06-03 15:22:00
689,Onion,Vegetables,Africa,France,AgroGlobal,1216.84,USD,4595,2025-01-24 22:07:20
690,Wheat,Grains,Africa,France,DairyWorld,1287.21,USD,604,2024-12-13 05:21:51
691,Soybean,Oilseeds,Europe,Ghana,AgroGlobal,1590.87,EUR,3408,2025-10-09 11:38:36
692,Coffee,Beverages,Asia,India,AgriFoods Inc,800.09,INR,2169,2025-10-26 08:53:29
693,Sugar,Processed,Africa,China,DairyWorld,1738.62,EUR,2729,2025-10-02 23:51:19
694,Sunflower Oil,Oilseeds,North America,China,AgroGlobal,189.94,INR,3877,2025-07-02 15:44:55
695,Coffee,Beverages,South America,USA,ChocoTrade Ltd,1225.71,EUR,2850,2025-01-15 10:19:33
696,Cocoa Powder,Processed,Europe,South Africa,DairyWorld,865.05,USD,1421,2025-07-27 10:40:54
697,Palm Oil,Oilseeds,Oceania,Brazil,BioAgro Ltd,1002.03,INR,3839,2025-08-04 07:50:19
698,Rice,Grains,South America,Australia,FruitEx Intl,1579.27,INR,4462,2025-11-09 19:31:07
699,Orange Juice,Beverages,Oceania,Brazil,AgroPalm Corp,478.54,EUR,1888,2025-11-08 09:54:05
700,Sunflower Oil,Oilseeds,North America,India,AgroPalm Corp,846.58,INR,4365,2025-10-20 17:40:42
701,Butter,Dairy,Africa,Brazil,AgriFoods Inc,379.95,INR,1591,2025-07-21 09:34:24
702,Oats,Grains,Oceania,USA,SweetHarvest,1087.0,USD,2933,2025-04-26 16:55:41
703,Oats,Grains,Africa,Mexico,DairyWorld,1645.6,EUR,4954,2025-09-08 00:23:16
704,Sugar,Processed,Africa,Spain,ThaiAgri Export,1796.62,USD,604,2025-08-02 20:14:50
705,Broccoli,Vegetables,Oceania,Spain,ChocoTrade Ltd,770.15,USD,3952,2025-02-05 23:44:03
706,Grapes,Fruits,North America,Indonesia,AgriFoods Inc,935.46,INR,1095,2025-02-26 06:10:22
707,Soybean,Oilseeds,Europe,Ghana,AgroPalm Corp,260.48,EUR,4016,2025-09-27 04:52:00
708,Oats,Grains,South America,Spain,Mediterraneo S.A.,1457.11,INR,2369,2025-07-27 02:38:19
709,Cheddar Cheese,Dairy,Europe,Ghana,DairyWorld,1538.44,USD,4433,2025-10-13 10:12:26
710,Carrot,Vegetables,Africa,USA,Mediterraneo S.A.,1799.15,EUR,1880,2025-10-25 16:41:27
711,Apple,Fruits,Oceania,Thailand,FruitEx Intl,1821.83,USD,4573,2025-09-26 18:09:02
712,Mango,Fruits,Africa,Brazil,DairyWorld,216.85,USD,2315,2025-04-30 04:54:42
713,Oats,Grains,Oceania,Mexico,SweetHarvest,1110.94,EUR,3589,2025-04-25 19:39:54
714,Tea,Beverages,Europe,Ghana,ThaiAgri Export,926.7,EUR,2725,2025-11-06 15:27:46
715,Cocoa Powder,Processed,South America,Spain,AgriFoods Inc,1396.99,EUR,323,2025-03-22 00:01:18
716,Wheat,Grains,Asia,USA,VeggieCorp,392.52,INR,3610,2025-04-11 22:11:09
717,Carrot,Vegetables,Europe,Brazil,AgroGlobal,1203.33,INR,2546,2025-06-04 09:58:34
718,Barley,Grains,Oceania,Thailand,BeverageWorld,1073.23,EUR,3737,2025-01-14 15:01:44
719,Cocoa Powder,Processed,Africa,Italy,Mediterraneo S.A.,1649.1,INR,2430,2025-01-15 10:30:25
720,Potato,Vegetables,South America,France,BeverageWorld,986.62,INR,3980,2025-03-30 05:12:15
721,Sugar,Processed,Asia,South Africa,SweetHarvest,1570.45,INR,707,2025-03-17 16:31:53
722,Sugar,Processed,Asia,China,FruitEx Intl,475.5,USD,1704,2025-02-14 14:31:07
723,Cocoa Powder,Processed,South America,Brazil,AgriFoods Inc,961.6,INR,2517,2025-10-23 06:52:37
724,Wheat,Grains,Oceania,Ghana,AgriFoods Inc,1572.17,EUR,1349,2025-09-15 09:42:58
725,Yogurt,Dairy,Africa,Mexico,SweetHarvest,1488.75,USD,4430,2024-12-24 20:31:09
726,Potato,Vegetables,Africa,Ghana,Mediterraneo S.A.,238.9,USD,4696,2024-11-21 13:07:26
727,Apple Juice,Beverages,Africa,France,Fromage Global,374.64,INR,3593,2025-10-22 13:18:25
728,Apple Juice,Beverages,Africa,Spain,Fromage Global,615.64,EUR,3166,2025-09-29 03:48:04
729,Sugar,Processed,Asia,China,FruitEx Intl,395.62,INR,3339,2025-04-17 15:16:39
730,Milk Powder,Dairy,Asia,China,Fromage Global,253.97,INR,4839,2025-02-21 19:58:10
731,Oats,Grains,Africa,Brazil,VeggieCorp,113.09,EUR,3119,2025-06-08 22:46:18
732,Soft Drink,Beverages,South America,Thailand,BeverageWorld,1587.66,EUR,3731,2025-07-08 05:02:53
733,Soft Drink,Beverages,North America,South Africa,ChocoTrade Ltd,557.92,EUR,2716,2025-09-11 21:10:32
734,Onion,Vegetables,Europe,France,DairyWorld,776.65,INR,4967,2025-01-17 23:46:31
735,Cocoa Powder,Processed,Europe,India,VeggieCorp,750.18,INR,1638,2025-03-27 12:49:28
736,Grapes,Fruits,North America,Mexico,DairyWorld,718.74,USD,1914,2025-09-30 19:06:34
737,Apple,Fruits,South America,Spain,DairyWorld,682.08,USD,2584,2025-11-20 09:29:59
738,Apple,Fruits,Oceania,Australia,ThaiAgri Export,454.66,EUR,3844,2025-03-24 14:51:14
739,Carrot,Vegetables,Africa,Mexico,DairyWorld,1307.3,EUR,4395,2024-12-17 02:00:45
740,Sunflower Oil,Oilseeds,South America,China,Fromage Global,408.85,USD,2633,2024-12-07 23:15:44
741,Milk Powder,Dairy,North America,Indonesia,ChocoTrade Ltd,1834.46,INR,4850,2024-11-29 03:54:42
742,Barley,Grains,Oceania,Ghana,AgriFoods Inc,1032.43,USD,4608,2025-07-04 13:25:17
743,Flour,Processed,South America,Thailand,AgriFoods Inc,777.98,INR,495,2025-04-07 13:07:57
744,Broccoli,Vegetables,Europe,USA,BeverageWorld,928.08,INR,2660,2025-03-14 15:03:30
745,Broccoli,Vegetables,North America,Indonesia,SweetHarvest,197.14,INR,3922,2025-05-30 20:29:38
746,Milk Powder,Dairy,Europe,Ghana,DairyWorld,1188.5,USD,2333,2025-04-29 00:59:32
747,Corn,Grains,Oceania,Australia,ThaiAgri Export,486.91,USD,3330,2025-09-20 06:16:19
748,Orange Juice,Beverages,North America,Spain,DairyWorld,590.67,INR,4226,2025-09-06 00:49:12
749,Mango,Fruits,South America,Mexico,Fromage Global,631.17,EUR,4589,2025-01-31 20:31:57
750,Onion,Vegetables,Africa,Ghana,AgroPalm Corp,1962.63,USD,1384,2025-06-24 02:05:02
751,Mango,Fruits,Asia,Thailand,DairyWorld,1912.61,INR,111,2025-04-04 04:38:49
752,Corn,Grains,South America,Mexico,AgroPalm Corp,1321.36,INR,1669,2025-10-14 19:29:06
753,Oats,Grains,Asia,France,SweetHarvest,1511.18,USD,3273,2025-05-22 16:42:49
754,Orange Juice,Beverages,Africa,USA,ThaiAgri Export,1602.81,INR,388,2025-06-17 03:44:05
755,Broccoli,Vegetables,Asia,India,Fromage Global,1030.51,INR,1297,2025-07-06 10:31:41
756,Soybean,Oilseeds,Oceania,South Africa,AgriFoods Inc,602.82,USD,399,2025-07-15 08:42:12
757,Sunflower Oil,Oilseeds,Europe,Spain,SweetHarvest,746.79,INR,2339,2025-03-17 10:16:30
758,Potato,Vegetables,Europe,Mexico,ChocoTrade Ltd,918.47,EUR,2621,2024-12-30 13:25:50
759,Oats,Grains,Europe,Mexico,BeverageWorld,1563.63,USD,4988,2025-01-03 15:30:36
760,Tomato,Vegetables,North America,Mexico,AgriFoods Inc,955.42,EUR,2920,2025-04-20 06:35:01
761,Carrot,Vegetables,Oceania,Mexico,AgroGlobal,1056.66,INR,1188,2025-07-29 08:52:41
762,Wheat,Grains,Africa,South Africa,BioAgro Ltd,147.82,EUR,3095,2025-04-16 20:01:26
763,Flour,Processed,South America,Ghana,AgriFoods Inc,1665.27,INR,783,2025-04-11 20:37:27
764,Rice,Grains,South America,South Africa,Fromage Global,1931.72,INR,991,2025-02-03 11:23:42
765,Soft Drink,Beverages,Asia,South Africa,BioAgro Ltd,793.85,EUR,1525,2024-11-24 07:24:06
766,Barley,Grains,Oceania,USA,BeverageWorld,449.43,INR,2360,2024-12-26 03:20:10
767,Mango,Fruits,Asia,Spain,AgriFoods Inc,103.47,INR,4731,2024-12-15 10:24:48
768,Sunflower Oil,Oilseeds,Asia,Australia,BioAgro Ltd,1139.42,EUR,945,2025-07-11 07:36:29
769,Cheddar Cheese,Dairy,Oceania,Mexico,DairyWorld,1601.9,EUR,4343,2025-10-27 02:55:04
770,Butter,Dairy,Africa,Brazil,SweetHarvest,318.35,USD,2629,2025-02-15 20:36:47
771,Orange,Fruits,Africa,France,DairyWorld,487.03,INR,4519,2025-10-01 10:17:03
772,Butter,Dairy,Asia,Spain,BioAgro Ltd,461.64,USD,2335,2025-03-23 23:30:53
773,Tomato,Vegetables,Asia,India,BioAgro Ltd,436.03,INR,3286,2025-03-24 03:39:37
774,Milk Powder,Dairy,North America,USA,AgriFoods Inc,852.62,USD,3554,2025-10-14 13:40:07
775,Coffee,Beverages,Asia,South Africa,FruitEx Intl,240.33,INR,3157,2025-04-08 20:44:42
776,Wheat,Grains,South America,Thailand,Mediterraneo S.A.,1532.33,INR,3638,2025-01-07 18:42:22
777,Cheddar Cheese,Dairy,Africa,South Africa,VeggieCorp,229.18,EUR,4777,2025-11-14 20:13:07
778,Coffee,Beverages,Asia,Australia,FruitEx Intl,1421.78,INR,4825,2025-04-15 11:35:32
779,Tea,Beverages,Asia,India,ThaiAgri Export,507.54,USD,585,2025-08-22 00:05:21
780,Sunflower Oil,Oilseeds,Europe,India,VeggieCorp,742.26,USD,3503,2025-10-30 15:02:23
781,Olive Oil,Processed,South America,USA,SweetHarvest,164.37,EUR,2304,2025-04-22 07:38:24
782,Olive Oil,Processed,Oceania,India,AgroGlobal,1016.1,INR,4249,2025-07-25 21:09:33
783,Banana,Fruits,North America,China,Mediterraneo S.A.,870.34,INR,2721,2025-04-07 13:24:32
784,Cocoa Powder,Processed,North America,China,AgroGlobal,450.94,INR,2872,2024-12-20 00:08:05
785,Carrot,Vegetables,Africa,Thailand,ThaiAgri Export,1345.38,INR,3824,2025-03-17 07:14:08
786,Cocoa Powder,Processed,Europe,China,AgroGlobal,680.54,USD,4120,2025-04-29 18:46:53
787,Sugar,Processed,Europe,Italy,SweetHarvest,148.81,INR,4377,2025-05-29 23:29:29
788,Olive Oil,Processed,North America,China,DairyWorld,972.86,INR,3679,2025-02-03 17:03:41
789,Flour,Processed,Africa,France,ThaiAgri Export,639.2,EUR,3019,2025-05-04 21:19:02
790,Yogurt,Dairy,Europe,Italy,FruitEx Intl,542.91,EUR,941,2025-11-18 18:26:23
791,Cocoa Powder,Processed,Asia,Australia,AgroPalm Corp,170.5,INR,973,2025-05-08 01:33:39
792,Yogurt,Dairy,Africa,Ghana,AgroPalm Corp,606.04,INR,249,2025-02-12 11:40:50
793,Sugar,Processed,South America,Italy,ThaiAgri Export,1688.63,INR,1152,2025-11-15 17:29:15
794,Cheddar Cheese,Dairy,South America,Mexico,ThaiAgri Export,1511.39,EUR,2494,2025-06-26 17:11:36
795,Broccoli,Vegetables,Oceania,USA,AgroPalm Corp,658.99,INR,3005,2025-08-16 04:54:57
796,Tea,Beverages,Oceania,Indonesia,BioAgro Ltd,594.53,INR,4622,2025-04-17 06:53:16
797,Banana,Fruits,Africa,France,AgroGlobal,462.14,EUR,272,2025-08-04 17:38:38
798,Cocoa Powder,Processed,Europe,USA,AgriFoods Inc,1459.62,USD,572,2025-07-28 17:11:38
799,Palm Oil,Oilseeds,Asia,Indonesia,AgroGlobal,592.54,INR,1905,2025-08-23 00:08:40
